timestamp,indoor_temp_c,outdoor_temp_c,hvac_kw,solar_w_m2,hvac_meter_kw,setpoint_c,hvac_command,rh_pct,q_sensible_kw,q_total_kw,data_kind,event
2026-07-15T00:19:00+08:00,26.1019,27.7103,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T00:20:00+08:00,26.12036,27.70187,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T00:21:00+08:00,26.12386,27.69347,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T00:22:00+08:00,26.13179,27.68513,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T00:23:00+08:00,26.10381,27.67682,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T00:24:00+08:00,26.15296,27.66856,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T00:25:00+08:00,26.13819,27.66035,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T00:26:00+08:00,26.1964,27.65218,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T00:27:00+08:00,26.19727,27.64405,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T00:28:00+08:00,26.15128,27.63597,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T00:29:00+08:00,26.16044,27.62793,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T00:30:00+08:00,26.19126,27.61994,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T00:31:00+08:00,26.17422,27.61199,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T00:32:00+08:00,26.20426,27.60409,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T00:33:00+08:00,26.16358,27.59624,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T00:34:00+08:00,26.1988,27.58843,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T00:35:00+08:00,26.21471,27.58067,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T00:36:00+08:00,26.19763,27.57295,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T00:37:00+08:00,26.20682,27.56528,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T00:38:00+08:00,26.22769,27.55765,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T00:39:00+08:00,26.23922,27.55008,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T00:40:00+08:00,26.23199,27.54254,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T00:41:00+08:00,26.21485,27.53506,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T00:42:00+08:00,26.22802,27.52762,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T00:43:00+08:00,26.22313,27.52023,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T00:44:00+08:00,26.2407,27.51289,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T00:45:00+08:00,26.24623,27.50559,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T00:46:00+08:00,26.18081,27.49834,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T00:47:00+08:00,26.28223,27.49114,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T00:48:00+08:00,26.23804,27.48399,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T00:49:00+08:00,26.23061,27.47688,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T00:50:00+08:00,26.26218,27.46983,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T00:51:00+08:00,26.25142,27.46282,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T00:52:00+08:00,26.26923,27.45586,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T00:53:00+08:00,26.26263,27.44894,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T00:54:00+08:00,26.29311,27.44208,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T00:55:00+08:00,26.31096,27.43526,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T00:56:00+08:00,26.20872,27.4285,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T00:57:00+08:00,26.29198,27.42178,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T00:58:00+08:00,26.29141,27.41511,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T00:59:00+08:00,26.27952,27.40849,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T01:00:00+08:00,26.29833,27.40192,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T01:01:00+08:00,26.30409,27.3954,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T01:02:00+08:00,26.35013,27.38893,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T01:03:00+08:00,26.29284,27.38251,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T01:04:00+08:00,26.31214,27.37614,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T01:05:00+08:00,26.33597,27.36982,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T01:06:00+08:00,26.33378,27.36355,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T01:07:00+08:00,26.30405,27.35733,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T01:08:00+08:00,26.39742,27.35116,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T01:09:00+08:00,26.3217,27.34504,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T01:10:00+08:00,26.30466,27.33897,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T01:11:00+08:00,26.30721,27.33295,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T01:12:00+08:00,26.38088,27.32698,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T01:13:00+08:00,26.32234,27.32106,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T01:14:00+08:00,26.39134,27.3152,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T01:15:00+08:00,26.35736,27.30938,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T01:16:00+08:00,26.35825,27.30362,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T01:17:00+08:00,26.38034,27.29791,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T01:18:00+08:00,26.36521,27.29224,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T01:19:00+08:00,26.39526,27.28663,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T01:20:00+08:00,26.40281,27.28108,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T01:21:00+08:00,26.42677,27.27557,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T01:22:00+08:00,26.40363,27.27012,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T01:23:00+08:00,26.42353,27.26471,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T01:24:00+08:00,26.36785,27.25936,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T01:25:00+08:00,26.36127,27.25407,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T01:26:00+08:00,26.40266,27.24882,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T01:27:00+08:00,26.38926,27.24363,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T01:28:00+08:00,26.41449,27.23849,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T01:29:00+08:00,26.42629,27.2334,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T01:30:00+08:00,26.45669,27.22836,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T01:31:00+08:00,26.46816,27.22338,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T01:32:00+08:00,26.39859,27.21845,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T01:33:00+08:00,26.38487,27.21357,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T01:34:00+08:00,26.4281,27.20875,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T01:35:00+08:00,26.45881,27.20398,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T01:36:00+08:00,26.45699,27.19926,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T01:37:00+08:00,26.42788,27.19459,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T01:38:00+08:00,26.44964,27.18998,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T01:39:00+08:00,26.41923,27.18543,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T01:40:00+08:00,26.48599,27.18092,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T01:41:00+08:00,26.47396,27.17647,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T01:42:00+08:00,26.43637,27.17208,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T01:43:00+08:00,26.44119,27.16773,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T01:44:00+08:00,26.46741,27.16344,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T01:45:00+08:00,26.51915,27.15921,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T01:46:00+08:00,26.46008,27.15503,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T01:47:00+08:00,26.47444,27.1509,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T01:48:00+08:00,26.46896,27.14683,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T01:49:00+08:00,26.47096,27.14281,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T01:50:00+08:00,26.48647,27.13885,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T01:51:00+08:00,26.46516,27.13494,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T01:52:00+08:00,26.49398,27.13109,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T01:53:00+08:00,26.48969,27.12729,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T01:54:00+08:00,26.48558,27.12354,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T01:55:00+08:00,26.5406,27.11985,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T01:56:00+08:00,26.52794,27.11621,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T01:57:00+08:00,26.46813,27.11263,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T01:58:00+08:00,26.50391,27.10911,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T01:59:00+08:00,26.50903,27.10564,0.0,0,0.0,,OFF,50,0.0,0.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T02:00:00+08:00,26.55336,27.10222,10.0,0,10.0,26,ON,50,32.0,40.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T02:01:00+08:00,26.51065,27.09886,10.0,0,10.0,26,ON,50,32.0,40.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T02:02:00+08:00,26.42709,27.09556,10.0,0,10.0,26,ON,50,32.0,40.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T02:03:00+08:00,26.41833,27.09231,10.0,0,10.0,26,ON,50,32.0,40.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T02:04:00+08:00,26.36977,27.08911,10.0,0,10.0,26,ON,50,32.0,40.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T02:05:00+08:00,26.30458,27.08597,10.0,0,10.0,26,ON,50,32.0,40.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T02:06:00+08:00,26.27618,27.08289,10.0,0,10.0,26,ON,50,32.0,40.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T02:07:00+08:00,26.25722,27.07986,10.0,0,10.0,26,ON,50,32.0,40.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T02:08:00+08:00,26.2473,27.07689,10.0,0,10.0,26,ON,50,32.0,40.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T02:09:00+08:00,26.1675,27.07397,10.0,0,10.0,26,ON,50,32.0,40.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T02:10:00+08:00,26.14298,27.07111,10.0,0,10.0,26,ON,50,32.0,40.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T02:11:00+08:00,26.06654,27.06831,10.0,0,10.0,26,ON,50,32.0,40.0,SYNTHETIC_NOT_MEASURED,
2026-07-15T02:12:00+08:00,25.99706,27.06556,5.826862,0,5.826862,26,ON,50,18.645959,23.307448,SYNTHETIC_NOT_MEASURED,
2026-07-15T02:13:00+08:00,25.96284,27.06286,0.9164,0,0.9164,26,ON,50,2.932479,3.665599,SYNTHETIC_NOT_MEASURED,
2026-07-15T02:14:00+08:00,26.00007,27.06023,0.914901,0,0.914901,26,ON,50,2.927683,3.659604,SYNTHETIC_NOT_MEASURED,
2026-07-15T02:15:00+08:00,26.02035,27.05764,0.913434,0,0.913434,26,ON,50,2.922989,3.653737,SYNTHETIC_NOT_MEASURED,
2026-07-15T02:16:00+08:00,25.95051,27.05512,0.911999,0,0.911999,26,ON,50,2.918397,3.647996,SYNTHETIC_NOT_MEASURED,
2026-07-15T02:17:00+08:00,25.95877,27.05265,0.910596,0,0.910596,26,ON,50,2.913907,3.642384,SYNTHETIC_NOT_MEASURED,
2026-07-15T02:18:00+08:00,26.01847,27.05024,0.909225,0,0.909225,26,ON,50,2.909519,3.636898,SYNTHETIC_NOT_MEASURED,
2026-07-15T02:19:00+08:00,25.99601,27.04788,0.907885,0,0.907885,26,ON,50,2.905233,3.631541,SYNTHETIC_NOT_MEASURED,
2026-07-15T02:20:00+08:00,25.98663,27.04558,0.906578,0,0.906578,26,ON,50,2.901049,3.626311,SYNTHETIC_NOT_MEASURED,
2026-07-15T02:21:00+08:00,25.97867,27.04333,0.905302,0,0.905302,26,ON,50,2.896967,3.621209,SYNTHETIC_NOT_MEASURED,
2026-07-15T02:22:00+08:00,25.99574,27.04114,0.904059,0,0.904059,26,ON,50,2.892988,3.616235,SYNTHETIC_NOT_MEASURED,
2026-07-15T02:23:00+08:00,26.00519,27.03901,0.902847,0,0.902847,26,ON,50,2.889111,3.611388,SYNTHETIC_NOT_MEASURED,
2026-07-15T02:24:00+08:00,26.00487,27.03693,0.901668,0,0.901668,26,ON,50,2.885336,3.60667,SYNTHETIC_NOT_MEASURED,
2026-07-15T02:25:00+08:00,26.04872,27.03492,0.90052,0,0.90052,26,ON,50,2.881664,3.602081,SYNTHETIC_NOT_MEASURED,
2026-07-15T02:26:00+08:00,25.95862,27.03295,0.899405,0,0.899405,26,ON,50,2.878095,3.597619,SYNTHETIC_NOT_MEASURED,
2026-07-15T02:27:00+08:00,26.0712,27.03105,0.898321,0,0.898321,26,ON,50,2.874629,3.593286,SYNTHETIC_NOT_MEASURED,
2026-07-15T02:28:00+08:00,25.99385,27.0292,0.89727,0,0.89727,26,ON,50,2.871265,3.589081,SYNTHETIC_NOT_MEASURED,
2026-07-15T02:29:00+08:00,26.01769,27.0274,0.896251,0,0.896251,26,ON,50,2.868004,3.585005,SYNTHETIC_NOT_MEASURED,
2026-07-15T02:30:00+08:00,26.00267,27.02567,0.895264,0,0.895264,26,ON,50,2.864846,3.581058,SYNTHETIC_NOT_MEASURED,
2026-07-15T02:31:00+08:00,25.98523,27.02399,0.89431,0,0.89431,26,ON,50,2.861791,3.577239,SYNTHETIC_NOT_MEASURED,
2026-07-15T02:32:00+08:00,25.98714,27.02236,0.893387,0,0.893387,26,ON,50,2.858839,3.573549,SYNTHETIC_NOT_MEASURED,
2026-07-15T02:33:00+08:00,25.96241,27.02079,0.892497,0,0.892497,26,ON,50,2.85599,3.569988,SYNTHETIC_NOT_MEASURED,
2026-07-15T02:34:00+08:00,26.04014,27.01928,0.891639,0,0.891639,26,ON,50,2.853244,3.566556,SYNTHETIC_NOT_MEASURED,
2026-07-15T02:35:00+08:00,26.00222,27.01783,0.890813,0,0.890813,26,ON,50,2.850602,3.563252,SYNTHETIC_NOT_MEASURED,
2026-07-15T02:36:00+08:00,26.00937,27.01643,0.890019,0,0.890019,26,ON,50,2.848062,3.560078,SYNTHETIC_NOT_MEASURED,
2026-07-15T02:37:00+08:00,26.01105,27.01509,0.889258,0,0.889258,26,ON,50,2.845626,3.557033,SYNTHETIC_NOT_MEASURED,
2026-07-15T02:38:00+08:00,26.04474,27.01381,0.888529,0,0.888529,26,ON,50,2.843293,3.554117,SYNTHETIC_NOT_MEASURED,
2026-07-15T02:39:00+08:00,26.01275,27.01259,0.887833,0,0.887833,26,ON,50,2.841064,3.55133,SYNTHETIC_NOT_MEASURED,
2026-07-15T02:40:00+08:00,26.00661,27.01142,0.887168,0,0.887168,26,ON,50,2.838938,3.548673,SYNTHETIC_NOT_MEASURED,
2026-07-15T02:41:00+08:00,25.99621,27.0103,0.886536,0,0.886536,26,ON,50,2.836915,3.546144,SYNTHETIC_NOT_MEASURED,
2026-07-15T02:42:00+08:00,25.9608,27.00925,0.885936,0,0.885936,26,ON,50,2.834996,3.543745,SYNTHETIC_NOT_MEASURED,
2026-07-15T02:43:00+08:00,26.02552,27.00825,0.885369,0,0.885369,26,ON,50,2.833181,3.541476,SYNTHETIC_NOT_MEASURED,
2026-07-15T02:44:00+08:00,25.98458,27.00731,0.884834,0,0.884834,26,ON,50,2.831469,3.539336,SYNTHETIC_NOT_MEASURED,
2026-07-15T02:45:00+08:00,25.96003,27.00642,0.884331,0,0.884331,26,ON,50,2.82986,3.537326,SYNTHETIC_NOT_MEASURED,
2026-07-15T02:46:00+08:00,25.94265,27.0056,0.883861,0,0.883861,26,ON,50,2.828356,3.535445,SYNTHETIC_NOT_MEASURED,
2026-07-15T02:47:00+08:00,25.97442,27.00482,0.883423,0,0.883423,26,ON,50,2.826955,3.533693,SYNTHETIC_NOT_MEASURED,
2026-07-15T02:48:00+08:00,26.00566,27.00411,0.883018,0,0.883018,26,ON,50,2.825657,3.532071,SYNTHETIC_NOT_MEASURED,
2026-07-15T02:49:00+08:00,26.02897,27.00345,0.882645,0,0.882645,26,ON,50,2.824463,3.530579,SYNTHETIC_NOT_MEASURED,
2026-07-15T02:50:00+08:00,26.00677,27.00286,0.882304,0,0.882304,26,ON,50,2.823373,3.529217,SYNTHETIC_NOT_MEASURED,
2026-07-15T02:51:00+08:00,25.97979,27.00231,0.881996,0,0.881996,26,ON,50,2.822387,3.527984,SYNTHETIC_NOT_MEASURED,
2026-07-15T02:52:00+08:00,26.01969,27.00183,0.88172,0,0.88172,26,ON,50,2.821505,3.526881,SYNTHETIC_NOT_MEASURED,
2026-07-15T02:53:00+08:00,25.99557,27.0014,0.881477,0,0.881477,26,ON,50,2.820726,3.525907,SYNTHETIC_NOT_MEASURED,
2026-07-15T02:54:00+08:00,26.00684,27.00103,0.881266,0,0.881266,26,ON,50,2.820051,3.525064,SYNTHETIC_NOT_MEASURED,
2026-07-15T02:55:00+08:00,25.98158,27.00071,0.881087,0,0.881087,26,ON,50,2.81948,3.52435,SYNTHETIC_NOT_MEASURED,
2026-07-15T02:56:00+08:00,25.98932,27.00046,0.880941,0,0.880941,26,ON,50,2.819013,3.523766,SYNTHETIC_NOT_MEASURED,
2026-07-15T02:57:00+08:00,26.04242,27.00026,0.880828,0,0.880828,26,ON,50,2.818649,3.523311,SYNTHETIC_NOT_MEASURED,
2026-07-15T02:58:00+08:00,26.02039,27.00011,0.880747,0,0.880747,26,ON,50,2.81839,3.522987,SYNTHETIC_NOT_MEASURED,
2026-07-15T02:59:00+08:00,26.00933,27.00003,0.880698,0,0.880698,26,ON,50,2.818234,3.522792,SYNTHETIC_NOT_MEASURED,
2026-07-15T03:00:00+08:00,25.97629,27.0,0.880682,0,0.880682,26,ON,50,2.818182,3.522727,SYNTHETIC_NOT_MEASURED,
2026-07-15T03:01:00+08:00,25.99437,27.00003,0.880698,0,0.880698,26,ON,50,2.818234,3.522792,SYNTHETIC_NOT_MEASURED,
2026-07-15T03:02:00+08:00,26.03142,27.00011,0.880747,0,0.880747,26,ON,50,2.81839,3.522987,SYNTHETIC_NOT_MEASURED,
2026-07-15T03:03:00+08:00,25.95805,27.00026,0.880828,0,0.880828,26,ON,50,2.818649,3.523311,SYNTHETIC_NOT_MEASURED,
2026-07-15T03:04:00+08:00,25.98506,27.00046,0.880941,0,0.880941,26,ON,50,2.819013,3.523766,SYNTHETIC_NOT_MEASURED,
2026-07-15T03:05:00+08:00,26.03724,27.00071,0.881087,0,0.881087,26,ON,50,2.81948,3.52435,SYNTHETIC_NOT_MEASURED,
2026-07-15T03:06:00+08:00,25.96415,27.00103,0.881266,0,0.881266,26,ON,50,2.820051,3.525064,SYNTHETIC_NOT_MEASURED,
2026-07-15T03:07:00+08:00,25.99161,27.0014,0.881477,0,0.881477,26,ON,50,2.820726,3.525907,SYNTHETIC_NOT_MEASURED,
