timestamp,outdoor_temp_c,solar_w_m2,q_gain_kw,pv_kw,base_load_kw,buy_price,sell_price,occupied
2026-07-15T04:30:00+08:00,27.228361402466142,0.0,0.3372255109221624,0.0,1,0.3,0.2,0
2026-07-15T04:45:00+08:00,27.309381775401935,0.0,0.3372255109221624,0.0,1,0.3,0.2,0
2026-07-15T05:00:00+08:00,27.401923788646684,0.0,0.3372255109221624,0.0,1,0.3,0.2,0
2026-07-15T05:15:00+08:00,27.505591163092365,0.0,0.3372255109221624,0.0,1,0.3,0.2,0
2026-07-15T05:30:00+08:00,27.619939979126293,0.0,0.3372255109221624,0.0,1,0.3,0.2,0
2026-07-15T05:45:00+08:00,27.744480577563067,0.0,0.3372255109221624,0.0,1,0.3,0.2,0
2026-07-15T06:00:00+08:00,27.878679656440358,0.0,0.3372255109221624,0.0,1,0.3,0.2,0
2026-07-15T06:15:00+08:00,28.021962554699794,55.592659845621604,0.3895412435258185,0.26161251692057225,1,0.3,0.2,0
2026-07-15T06:30:00+08:00,28.173715712973838,110.94726338704383,0.44163295213080833,0.5221047688802063,1,0.3,0.2,0
2026-07-15T06:45:00+08:00,28.333289300941193,165.826773713709,0.49327757204362077,0.780361288064513,1,0.3,0.2,0
2026-07-15T07:00:00+08:00,28.5,219.99618833714263,0.5442539530731628,1.035276180410083,1,0.3,0.2,0
2026-07-15T07:15:00+08:00,28.673133929342995,273.22354550768733,0.5943438065298297,1.2857578612126463,1,0.3,0.2,0
2026-07-15T07:30:00+08:00,28.85194970290473,325.28091751032633,0.6433326399711856,1.5307337294603591,1,0.3,0.2,0
2026-07-15T07:45:00+08:00,29.035681604090517,375.94538668615104,0.6910106756915322,1.769154760876005,1,0.3,0.2,0
2026-07-15T08:00:00+08:00,29.223542864692437,424.99999999999994,0.7371737490222497,1.9999999999999998,3,0.7,0.2,1
2026-07-15T08:15:00+08:00,29.414729033951616,472.23469806666185,0.7816241825962522,2.2222809320784087,3,0.7,0.2,1
2026-07-15T08:30:00+08:00,29.608421423339845,517.4472146574126,0.824171632832821,2.4350457160348826,3,0.7,0.2,1
2026-07-15T08:45:00+08:00,29.80379061230957,560.4439428350585,0.8646339050180394,2.6373832604002754,3,0.7,0.2,1
2026-07-15T09:00:00+08:00,30.0,601.0407640085654,0.9028377334905298,2.82842712474619,3,0.7,0.2,1
2026-07-15T09:15:00+08:00,30.19620938769043,639.0638363571308,0.9386195235916142,3.0073592299159095,3,0.7,0.2,1
2026-07-15T09:30:00+08:00,30.391578576660155,674.3503392475499,0.9718260522027595,3.1734133611649407,3,0.7,0.2,1
2026-07-15T09:45:00+08:00,30.585270966048384,706.7491704571634,1.0023151238704937,3.3258784492101805,3,0.7,0.2,1
2026-07-15T10:00:00+08:00,30.776457135307563,736.1215932167728,1.0299561797091683,3.4641016151377544,3,0.7,0.2,1
2026-07-15T10:15:00+08:00,30.964318395909483,762.3418303027851,1.05463085647415,3.5874909661307535,3,0.7,0.2,1
2026-07-15T10:30:00+08:00,31.14805029709527,785.2976026345938,1.0762334934114055,3.695518130045147,3,0.7,0.2,1
2026-07-15T10:45:00+08:00,31.326866070657005,804.8906100708398,1.0946715847130726,3.7877205179804223,3,0.7,0.2,1
2026-07-15T11:00:00+08:00,31.5,821.0369523457081,1.1098661756415302,3.8637033051562732,3,0.7,0.2,1
2026-07-15T11:15:00+08:00,31.666710699058807,833.6674883427459,1.1217522006257068,3.9231411216129217,3,0.7,0.2,1
2026-07-15T11:30:00+08:00,31.826284287026162,842.7281321677389,1.1302787618818442,3.9657794454952415,3,0.7,0.2,1
2026-07-15T11:45:00+08:00,31.978037445300206,848.180084752813,1.135409347365622,3.991435692954414,3,0.7,0.2,1
2026-07-15T12:00:00+08:00,32.121320343559645,850.0,1.1371219871223373,4.0,3,0.7,0.2,1
2026-07-15T12:15:00+08:00,32.25551942243693,848.180084752813,1.135409347365622,3.991435692954414,3,0.7,0.2,1
2026-07-15T12:30:00+08:00,32.38006002087371,842.7281321677389,1.1302787618818442,3.9657794454952415,3,0.7,0.2,1
2026-07-15T12:45:00+08:00,32.49440883690764,833.6674883427459,1.1217522006257068,3.9231411216129217,3,0.7,0.2,1
2026-07-15T13:00:00+08:00,32.598076211353316,821.0369523457081,1.1098661756415302,3.8637033051562732,3,0.7,0.2,1
2026-07-15T13:15:00+08:00,32.69061822459807,804.8906100708398,1.0946715847130726,3.7877205179804228,3,0.7,0.2,1
2026-07-15T13:30:00+08:00,32.77163859753386,785.2976026345938,1.0762334934114055,3.6955181300451474,3,0.7,0.2,1
2026-07-15T13:45:00+08:00,32.84079038848532,762.3418303027851,1.05463085647415,3.5874909661307535,3,0.7,0.2,1
2026-07-15T14:00:00+08:00,32.897777478867205,736.1215932167729,1.0299561797091685,3.464101615137755,3,1.2,0.2,1
2026-07-15T14:15:00+08:00,32.94235584120969,706.7491704571634,1.0023151238704937,3.3258784492101805,3,1.2,0.2,1
2026-07-15T14:30:00+08:00,32.97433458412143,674.3503392475499,0.9718260522027595,3.1734133611649407,3,1.2,0.2,1
2026-07-15T14:45:00+08:00,32.99357676971581,639.0638363571308,0.9386195235916142,3.0073592299159095,3,1.2,0.2,1
2026-07-15T15:00:00+08:00,33.0,601.0407640085655,0.9028377334905298,2.8284271247461903,3,1.2,0.2,1
2026-07-15T15:15:00+08:00,32.99357676971581,560.4439428350586,0.8646339050180396,2.637383260400276,3,1.2,0.2,1
2026-07-15T15:30:00+08:00,32.97433458412143,517.4472146574127,0.824171632832821,2.4350457160348835,3,1.2,0.2,1
2026-07-15T15:45:00+08:00,32.94235584120969,472.23469806666213,0.7816241825962524,2.22228093207841,3,1.2,0.2,1
2026-07-15T16:00:00+08:00,32.897777478867205,424.99999999999994,0.7371737490222497,1.9999999999999998,3,1.2,0.2,1
2026-07-15T16:15:00+08:00,32.84079038848532,375.94538668615144,0.6910106756915326,1.7691547608760068,3,1.2,0.2,1
2026-07-15T16:30:00+08:00,32.77163859753386,325.2809175103264,0.6433326399711857,1.5307337294603596,3,1.2,0.2,1
2026-07-15T16:45:00+08:00,32.69061822459807,273.2235455076875,0.5943438065298299,1.285757861212647,3,1.2,0.2,1
2026-07-15T17:00:00+08:00,32.598076211353316,219.99618833714285,0.544253953073163,1.035276180410084,3,1.2,0.2,1
2026-07-15T17:15:00+08:00,32.49440883690764,165.82677371370895,0.4932775720436207,0.7803612880645127,3,1.2,0.2,1
2026-07-15T17:30:00+08:00,32.38006002087371,110.94726338704419,0.44163295213080866,0.522104768880208,3,1.2,0.2,1
2026-07-15T17:45:00+08:00,32.25551942243693,55.59265984562165,0.38954124352581854,0.26161251692057247,3,1.2,0.2,1
2026-07-15T18:00:00+08:00,32.121320343559645,1.0409497792752503e-13,0.3372255109221625,4.898587196589413e-16,1,1.2,0.2,0
2026-07-15T18:15:00+08:00,31.978037445300206,0.0,0.3372255109221624,0.0,1,1.2,0.2,0
2026-07-15T18:30:00+08:00,31.826284287026162,0.0,0.3372255109221624,0.0,1,1.2,0.2,0
2026-07-15T18:45:00+08:00,31.666710699058807,0.0,0.3372255109221624,0.0,1,1.2,0.2,0
2026-07-15T19:00:00+08:00,31.5,0.0,0.3372255109221624,0.0,1,0.7,0.2,0
2026-07-15T19:15:00+08:00,31.326866070657005,0.0,0.3372255109221624,0.0,1,0.7,0.2,0
2026-07-15T19:30:00+08:00,31.14805029709527,0.0,0.3372255109221624,0.0,1,0.7,0.2,0
2026-07-15T19:45:00+08:00,30.964318395909487,0.0,0.3372255109221624,0.0,1,0.7,0.2,0
2026-07-15T20:00:00+08:00,30.776457135307563,0.0,0.3372255109221624,0.0,1,0.7,0.2,0
2026-07-15T20:15:00+08:00,30.585270966048384,0.0,0.3372255109221624,0.0,1,0.7,0.2,0
2026-07-15T20:30:00+08:00,30.391578576660155,0.0,0.3372255109221624,0.0,1,0.7,0.2,0
2026-07-15T20:45:00+08:00,30.19620938769043,0.0,0.3372255109221624,0.0,1,0.7,0.2,0
2026-07-15T21:00:00+08:00,30.0,0.0,0.3372255109221624,0.0,1,0.7,0.2,0
2026-07-15T21:15:00+08:00,29.803790612309573,0.0,0.3372255109221624,0.0,1,0.7,0.2,0
2026-07-15T21:30:00+08:00,29.608421423339845,0.0,0.3372255109221624,0.0,1,0.7,0.2,0
2026-07-15T21:45:00+08:00,29.414729033951616,0.0,0.3372255109221624,0.0,1,0.7,0.2,0
2026-07-15T22:00:00+08:00,29.223542864692437,0.0,0.3372255109221624,0.0,1,0.7,0.2,0
2026-07-15T22:15:00+08:00,29.035681604090517,0.0,0.3372255109221624,0.0,1,0.7,0.2,0
2026-07-15T22:30:00+08:00,28.85194970290473,0.0,0.3372255109221624,0.0,1,0.7,0.2,0
2026-07-15T22:45:00+08:00,28.673133929342995,0.0,0.3372255109221624,0.0,1,0.7,0.2,0
2026-07-15T23:00:00+08:00,28.5,0.0,0.3372255109221624,0.0,1,0.7,0.2,0
2026-07-15T23:15:00+08:00,28.333289300941193,0.0,0.3372255109221624,0.0,1,0.7,0.2,0
2026-07-15T23:30:00+08:00,28.173715712973838,0.0,0.3372255109221624,0.0,1,0.7,0.2,0
2026-07-15T23:45:00+08:00,28.021962554699794,0.0,0.3372255109221624,0.0,1,0.7,0.2,0
