timestamp,outdoor_temp_c,q_gain_kw,pv_kw,base_load_kw,buy_price,sell_price,occupied,solar_w_m2,data_kind
2026-07-15T03:30:00+08:00,26.03422055450476,1.0,0.0,5.58670668058247,0.3,0.2,0.0,0,SYNTHETIC_NOT_MEASURED
2026-07-15T03:45:00+08:00,26.07685887838708,1.0,0.0,5.66293922460509,0.3,0.2,0.0,0,SYNTHETIC_NOT_MEASURED
2026-07-15T04:00:00+08:00,26.136296694843725,1.0,0.0,5.732050807568877,0.3,0.2,0.0,0,SYNTHETIC_NOT_MEASURED
2026-07-15T04:15:00+08:00,26.21227948201958,1.0,0.0,5.7937454830653765,0.3,0.2,0.0,0,SYNTHETIC_NOT_MEASURED
2026-07-15T04:30:00+08:00,26.304481869954852,1.0,0.0,5.847759065022574,0.3,0.2,0.0,0,SYNTHETIC_NOT_MEASURED
2026-07-15T04:45:00+08:00,26.412509033869245,1.0,0.0,5.893860258990211,0.3,0.2,0.0,0,SYNTHETIC_NOT_MEASURED
2026-07-15T05:00:00+08:00,26.535898384862247,1.0,0.0,5.931851652578136,0.3,0.2,0.0,0,SYNTHETIC_NOT_MEASURED
2026-07-15T05:15:00+08:00,26.67412155078982,1.0,0.0,5.961570560806461,0.3,0.2,0.0,0,SYNTHETIC_NOT_MEASURED
2026-07-15T05:30:00+08:00,26.82658663883506,1.0,0.0,5.982889722747621,0.3,0.2,0.0,0,SYNTHETIC_NOT_MEASURED
2026-07-15T05:45:00+08:00,26.99264077008409,1.0,0.0,5.995717846477207,0.3,0.2,0.0,0,SYNTHETIC_NOT_MEASURED
2026-07-15T06:00:00+08:00,27.17157287525381,1.0,0.0,6.0,0.3,0.2,0.0,0,SYNTHETIC_NOT_MEASURED
2026-07-15T06:15:00+08:00,27.362616739599723,1.5232250338411446,0.4014292678658773,5.995717846477207,0.3,0.2,0.0,55.592659845621604,SYNTHETIC_NOT_MEASURED
2026-07-15T06:30:00+08:00,27.56495428396512,2.0442095377604126,1.131768871496897,5.982889722747621,0.3,0.2,0.0,110.94726338704383,SYNTHETIC_NOT_MEASURED
2026-07-15T06:45:00+08:00,27.77771906792159,2.560722576129026,2.0680680733826655,5.961570560806461,0.3,0.2,0.0,165.826773713709,SYNTHETIC_NOT_MEASURED
2026-07-15T07:00:00+08:00,28.0,3.070552360820166,3.16013464798988,5.931851652578136,0.3,0.2,0.0,219.99618833714263,SYNTHETIC_NOT_MEASURED
2026-07-15T07:15:00+08:00,28.230845239123994,3.5715157224252927,4.373811248716534,5.893860258990212,0.3,0.2,0.0,273.22354550768733,SYNTHETIC_NOT_MEASURED
2026-07-15T07:30:00+08:00,28.46926627053964,4.061467458920719,5.681601015567134,5.847759065022574,0.3,0.2,0.0,325.28091751032633,SYNTHETIC_NOT_MEASURED
2026-07-15T07:45:00+08:00,28.714242138787355,4.53830952175201,7.059435798740814,5.7937454830653765,0.3,0.2,0.0,375.94538668615104,SYNTHETIC_NOT_MEASURED
2026-07-15T08:00:00+08:00,28.964723819589917,12.0,8.485281374238568,19.73205080756888,0.7,0.2,1.0,424.99999999999994,SYNTHETIC_NOT_MEASURED
2026-07-15T08:15:00+08:00,29.219638711935488,12.444561864156817,9.938473740288442,19.66293922460509,0.7,0.2,1.0,472.23469806666185,SYNTHETIC_NOT_MEASURED
2026-07-15T08:30:00+08:00,29.477895231119795,12.870091432069765,11.399398433695614,19.58670668058247,0.7,0.2,1.0,517.4472146574126,SYNTHETIC_NOT_MEASURED
2026-07-15T08:45:00+08:00,29.73838748307943,13.27476652080055,12.849348931041728,19.503679614957953,0.7,0.2,1.0,560.4439428350585,SYNTHETIC_NOT_MEASURED
2026-07-15T09:00:00+08:00,30.0,13.65685424949238,14.27048538003265,19.414213562373096,0.7,0.2,1.0,601.0407640085654,SYNTHETIC_NOT_MEASURED
2026-07-15T09:15:00+08:00,30.26161251692057,14.014718459831819,15.645851951111371,19.31869163020014,0.7,0.2,1.0,639.0638363571308,SYNTHETIC_NOT_MEASURED
2026-07-15T09:30:00+08:00,30.522104768880205,14.346826722329881,16.959428903864676,19.217522858017443,0.7,0.2,1.0,674.3503392475499,SYNTHETIC_NOT_MEASURED
2026-07-15T09:45:00+08:00,30.780361288064512,14.651756898420361,18.196204718137707,19.111140466039206,0.7,0.2,1.0,706.7491704571634,SYNTHETIC_NOT_MEASURED
2026-07-15T10:00:00+08:00,31.035276180410083,14.928203230275509,19.34225877282375,19.0,1.2,0.2,1.0,736.1215932167728,SYNTHETIC_NOT_MEASURED
2026-07-15T10:15:00+08:00,31.285757861212645,15.174981932261506,20.38484806694531,18.884577380438003,1.2,0.2,1.0,762.3418303027851,SYNTHETIC_NOT_MEASURED
2026-07-15T10:30:00+08:00,31.53073372946036,15.391036260090294,21.312493338543213,18.76536686473018,1.2,0.2,1.0,785.2976026345938,SYNTHETIC_NOT_MEASURED
2026-07-15T10:45:00+08:00,31.769154760876006,15.575441035960845,22.11506114612185,18.642878930606322,1.2,0.2,1.0,804.8906100708398,SYNTHETIC_NOT_MEASURED
2026-07-15T11:00:00+08:00,32.0,15.727406610312546,22.783839304378454,18.517638090205043,1.2,0.2,1.0,821.0369523457081,SYNTHETIC_NOT_MEASURED
2026-07-15T11:15:00+08:00,32.222280932078405,15.846282243225843,23.311603662248594,18.390180644032256,1.2,0.2,1.0,833.6674883427459,SYNTHETIC_NOT_MEASURED
2026-07-15T11:30:00+08:00,32.435045716034885,15.931558890990484,23.692674665286553,18.261052384440102,1.2,0.2,1.0,842.7281321677389,SYNTHETIC_NOT_MEASURED
2026-07-15T11:45:00+08:00,32.63738326040028,15.982871385908828,23.92296250921156,18.130806258460286,1.2,0.2,1.0,848.180084752813,SYNTHETIC_NOT_MEASURED
2026-07-15T12:00:00+08:00,32.82842712474619,16.0,24.0,18.0,0.7,0.2,1.0,850.0,SYNTHETIC_NOT_MEASURED
2026-07-15T12:15:00+08:00,33.007359229915906,15.982871385908828,23.92296250921156,18.0,0.7,0.2,1.0,848.180084752813,SYNTHETIC_NOT_MEASURED
2026-07-15T12:30:00+08:00,33.17341336116494,15.931558890990484,23.692674665286553,18.0,0.7,0.2,1.0,842.7281321677389,SYNTHETIC_NOT_MEASURED
2026-07-15T12:45:00+08:00,33.32587844921018,15.846282243225843,23.311603662248594,18.0,0.7,0.2,1.0,833.6674883427459,SYNTHETIC_NOT_MEASURED
2026-07-15T13:00:00+08:00,33.46410161513776,15.727406610312546,22.783839304378454,18.0,0.7,0.2,1.0,821.0369523457081,SYNTHETIC_NOT_MEASURED
2026-07-15T13:15:00+08:00,33.58749096613075,15.575441035960846,22.115061146121853,18.0,0.7,0.2,1.0,804.8906100708398,SYNTHETIC_NOT_MEASURED
2026-07-15T13:30:00+08:00,33.695518130045144,15.391036260090296,21.312493338543213,18.0,0.7,0.2,1.0,785.2976026345938,SYNTHETIC_NOT_MEASURED
2026-07-15T13:45:00+08:00,33.787720517980425,15.174981932261506,20.38484806694531,18.0,0.7,0.2,1.0,762.3418303027851,SYNTHETIC_NOT_MEASURED
2026-07-15T14:00:00+08:00,33.86370330515627,14.92820323027551,19.342258772823758,18.0,1.2,0.2,1.0,736.1215932167729,SYNTHETIC_NOT_MEASURED
2026-07-15T14:15:00+08:00,33.92314112161292,14.651756898420361,18.196204718137707,18.0,1.2,0.2,1.0,706.7491704571634,SYNTHETIC_NOT_MEASURED
2026-07-15T14:30:00+08:00,33.965779445495244,14.346826722329881,16.959428903864676,18.0,1.2,0.2,1.0,674.3503392475499,SYNTHETIC_NOT_MEASURED
2026-07-15T14:45:00+08:00,33.99143569295441,14.014718459831819,15.645851951111371,18.0,1.2,0.2,1.0,639.0638363571308,SYNTHETIC_NOT_MEASURED
2026-07-15T15:00:00+08:00,34.0,13.65685424949238,14.270485380032655,18.0,1.2,0.2,1.0,601.0407640085655,SYNTHETIC_NOT_MEASURED
2026-07-15T15:15:00+08:00,33.99143569295441,13.27476652080055,12.849348931041732,18.0,1.2,0.2,1.0,560.4439428350586,SYNTHETIC_NOT_MEASURED
2026-07-15T15:30:00+08:00,33.965779445495244,12.870091432069767,11.399398433695621,18.0,1.2,0.2,1.0,517.4472146574127,SYNTHETIC_NOT_MEASURED
2026-07-15T15:45:00+08:00,33.92314112161292,12.444561864156821,9.938473740288451,18.0,1.2,0.2,1.0,472.23469806666213,SYNTHETIC_NOT_MEASURED
2026-07-15T16:00:00+08:00,33.86370330515627,12.0,8.485281374238568,18.0,1.2,0.2,1.0,424.99999999999994,SYNTHETIC_NOT_MEASURED
2026-07-15T16:15:00+08:00,33.787720517980425,11.538309521752014,7.059435798740824,18.0,1.2,0.2,1.0,375.94538668615144,SYNTHETIC_NOT_MEASURED
2026-07-15T16:30:00+08:00,33.695518130045144,11.061467458920719,5.681601015567137,18.0,1.2,0.2,1.0,325.2809175103264,SYNTHETIC_NOT_MEASURED
2026-07-15T16:45:00+08:00,33.58749096613075,10.571515722425294,4.373811248716537,18.0,1.2,0.2,1.0,273.2235455076875,SYNTHETIC_NOT_MEASURED
2026-07-15T17:00:00+08:00,33.46410161513776,10.070552360820168,3.160134647989885,18.0,1.2,0.2,1.0,219.99618833714285,SYNTHETIC_NOT_MEASURED
2026-07-15T17:15:00+08:00,33.32587844921018,9.560722576129026,2.068068073382664,18.0,1.2,0.2,1.0,165.82677371370895,SYNTHETIC_NOT_MEASURED
2026-07-15T17:30:00+08:00,33.17341336116494,9.044209537760416,1.1317688714969023,18.0,1.2,0.2,1.0,110.94726338704419,SYNTHETIC_NOT_MEASURED
2026-07-15T17:45:00+08:00,33.007359229915906,8.523225033841145,0.4014292678658778,18.0,1.2,0.2,1.0,55.59265984562165,SYNTHETIC_NOT_MEASURED
2026-07-15T18:00:00+08:00,32.82842712474619,1.0000000000000009,3.2525764956111666e-23,4.0,1.2,0.2,0.0,1.0409497792752503e-13,SYNTHETIC_NOT_MEASURED
2026-07-15T18:15:00+08:00,32.63738326040028,1.0,0.0,4.0,1.2,0.2,0.0,0,SYNTHETIC_NOT_MEASURED
2026-07-15T18:30:00+08:00,32.435045716034885,1.0,0.0,4.0,1.2,0.2,0.0,0,SYNTHETIC_NOT_MEASURED
2026-07-15T18:45:00+08:00,32.22228093207841,1.0,0.0,4.0,1.2,0.2,0.0,0,SYNTHETIC_NOT_MEASURED
2026-07-15T19:00:00+08:00,32.0,1.0,0.0,4.0,0.7,0.2,0.0,0,SYNTHETIC_NOT_MEASURED
2026-07-15T19:15:00+08:00,31.769154760876006,1.0,0.0,4.0,0.7,0.2,0.0,0,SYNTHETIC_NOT_MEASURED
2026-07-15T19:30:00+08:00,31.53073372946036,1.0,0.0,4.0,0.7,0.2,0.0,0,SYNTHETIC_NOT_MEASURED
2026-07-15T19:45:00+08:00,31.285757861212648,1.0,0.0,4.0,0.7,0.2,0.0,0,SYNTHETIC_NOT_MEASURED
2026-07-15T20:00:00+08:00,31.035276180410083,1.0,0.0,4.0,0.7,0.2,0.0,0,SYNTHETIC_NOT_MEASURED
2026-07-15T20:15:00+08:00,30.780361288064512,1.0,0.0,4.0,0.7,0.2,0.0,0,SYNTHETIC_NOT_MEASURED
2026-07-15T20:30:00+08:00,30.522104768880208,1.0,0.0,4.0,0.7,0.2,0.0,0,SYNTHETIC_NOT_MEASURED
2026-07-15T20:45:00+08:00,30.26161251692057,1.0,0.0,4.0,0.7,0.2,0.0,0,SYNTHETIC_NOT_MEASURED
2026-07-15T21:00:00+08:00,30.0,1.0,0.0,4.0,0.7,0.2,0.0,0,SYNTHETIC_NOT_MEASURED
2026-07-15T21:15:00+08:00,29.73838748307943,1.0,0.0,4.0,0.7,0.2,0.0,0,SYNTHETIC_NOT_MEASURED
2026-07-15T21:30:00+08:00,29.477895231119792,1.0,0.0,4.0,0.7,0.2,0.0,0,SYNTHETIC_NOT_MEASURED
2026-07-15T21:45:00+08:00,29.219638711935488,1.0,0.0,4.0,0.7,0.2,0.0,0,SYNTHETIC_NOT_MEASURED
2026-07-15T22:00:00+08:00,28.964723819589917,1.0,0.0,4.0,0.7,0.2,0.0,0,SYNTHETIC_NOT_MEASURED
2026-07-15T22:15:00+08:00,28.714242138787355,1.0,0.0,4.0,0.7,0.2,0.0,0,SYNTHETIC_NOT_MEASURED
2026-07-15T22:30:00+08:00,28.46926627053964,1.0,0.0,4.0,0.7,0.2,0.0,0,SYNTHETIC_NOT_MEASURED
2026-07-15T22:45:00+08:00,28.230845239123994,1.0,0.0,4.0,0.7,0.2,0.0,0,SYNTHETIC_NOT_MEASURED
2026-07-15T23:00:00+08:00,28.0,1.0,0.0,4.0,0.7,0.2,0.0,0,SYNTHETIC_NOT_MEASURED
2026-07-15T23:15:00+08:00,27.77771906792159,1.0,0.0,4.0,0.7,0.2,0.0,0,SYNTHETIC_NOT_MEASURED
2026-07-15T23:30:00+08:00,27.56495428396512,1.0,0.0,4.0,0.7,0.2,0.0,0,SYNTHETIC_NOT_MEASURED
2026-07-15T23:45:00+08:00,27.362616739599723,1.0,0.0,4.0,0.7,0.2,0.0,0,SYNTHETIC_NOT_MEASURED
